  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     8.900 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8305   0.00000  -0.00374  -0.0511   0.8970   0.0196
  -9.900  -0.8204   0.00000  -0.00374  -0.0510   0.8947   0.0200
  -9.800  -0.8102   0.00000  -0.00374  -0.0509   0.8914   0.0204
  -9.700  -0.8001   0.00000  -0.00375  -0.0508   0.8864   0.0206
  -9.600  -0.7899   0.00000  -0.00376  -0.0507   0.8821   0.0210
  -9.500  -0.7797   0.00000  -0.00377  -0.0507   0.8762   0.0212
  -9.400  -0.7693   0.00000  -0.00377  -0.0506   0.8739   0.0214
  -9.300  -0.7590   0.00000  -0.00378  -0.0505   0.8702   0.0215
  -9.200  -0.7487   0.00000  -0.00379  -0.0505   0.8657   0.0216
  -9.100  -0.7385   0.00000  -0.00381  -0.0504   0.8590   0.0216
  -9.000  -0.7280   0.00000  -0.00382  -0.0503   0.8547   0.0218
  -8.900  -0.7176   0.00000  -0.00382  -0.0503   0.8530   0.0218
  -8.800  -0.7072   0.00000  -0.00384  -0.0502   0.8491   0.0218
  -8.700  -0.6968   0.00000  -0.00385  -0.0502   0.8432   0.0219
  -8.600  -0.6865   0.00000  -0.00387  -0.0501   0.8373   0.0219
  -8.500  -0.6760   0.00000  -0.00388  -0.0501   0.8333   0.0219
  -8.400  -0.6654   0.00000  -0.00388  -0.0500   0.8306   0.0219
  -8.300  -0.6550   0.00000  -0.00389  -0.0500   0.8260   0.0220
  -8.200  -0.6445   0.00000  -0.00390  -0.0499   0.8221   0.0220
  -8.100  -0.6342   0.00000  -0.00392  -0.0499   0.8154   0.0220
  -8.000  -0.6236   0.00000  -0.00392  -0.0499   0.8109   0.0220
  -7.900  -0.6130   0.00000  -0.00392  -0.0498   0.8078   0.0220
  -7.800  -0.6024   0.00000  -0.00393  -0.0498   0.8035   0.0221
  -7.700  -0.5920   0.00000  -0.00395  -0.0497   0.7984   0.0221
  -7.600  -0.5815   0.00000  -0.00397  -0.0497   0.7920   0.0221
  -7.500  -0.5710   0.00000  -0.00397  -0.0497   0.7896   0.0223
  -7.400  -0.5606   0.00000  -0.00399  -0.0496   0.7853   0.0225
  -7.300  -0.5501   0.00000  -0.00400  -0.0496   0.7814   0.0228
  -7.200  -0.5397   0.00000  -0.00402  -0.0495   0.7760   0.0230
  -7.100  -0.5291   0.00000  -0.00403  -0.0495   0.7703   0.0233
  -7.000  -0.5187   0.00000  -0.00404  -0.0495   0.7669   0.0237
  -6.900  -0.5083   0.00000  -0.00405  -0.0494   0.7638   0.0239
  -6.800  -0.4979   0.00000  -0.00406  -0.0494   0.7594   0.0245
  -6.700  -0.4875   0.00000  -0.00407  -0.0494   0.7547   0.0250
  -6.600  -0.4771   0.00000  -0.00409  -0.0493   0.7479   0.0254
  -6.500  -0.4669   0.00000  -0.00409  -0.0493   0.7447   0.0264
  -6.400  -0.4563   0.00000  -0.00409  -0.0493   0.7419   0.0265
  -6.300  -0.4457   0.00000  -0.00410  -0.0493   0.7375   0.0267
  -6.200  -0.4352   0.00000  -0.00411  -0.0493   0.7326   0.0272
  -6.100  -0.4246   0.00000  -0.00413  -0.0493   0.7253   0.0273
  -6.000  -0.4139   0.00000  -0.00413  -0.0493   0.7230   0.0276
  -5.900  -0.4032   0.00000  -0.00414  -0.0493   0.7199   0.0277
  -5.800  -0.3925   0.00000  -0.00415  -0.0493   0.7155   0.0279
  -5.700  -0.3818   0.00000  -0.00417  -0.0492   0.7079   0.0280
  -5.600  -0.3711   0.00000  -0.00418  -0.0492   0.7034   0.0281
  -5.500  -0.3602   0.00000  -0.00419  -0.0493   0.7008   0.0281
  -5.400  -0.3494   0.00000  -0.00419  -0.0492   0.6967   0.0282
  -5.300  -0.3387   0.00000  -0.00421  -0.0492   0.6900   0.0282
  -5.200  -0.3279   0.00000  -0.00423  -0.0492   0.6832   0.0282
  -5.100  -0.3171   0.00000  -0.00424  -0.0492   0.6801   0.0285
  -5.000  -0.3063   0.00000  -0.00424  -0.0492   0.6772   0.0291
  -4.900  -0.2956   0.00000  -0.00425  -0.0492   0.6724   0.0301
  -4.800  -0.2848   0.00000  -0.00426  -0.0492   0.6660   0.0311
  -4.700  -0.2741   0.00000  -0.00427  -0.0492   0.6595   0.0324
  -4.600  -0.2633   0.00000  -0.00427  -0.0492   0.6562   0.0332
  -4.500  -0.2525   0.00000  -0.00427  -0.0492   0.6518   0.0341
  -4.400  -0.2419   0.00000  -0.00429  -0.0492   0.6436   0.0348
  -4.300  -0.2310   0.00000  -0.00430  -0.0492   0.6373   0.0356
  -4.100  -0.2095   0.00000  -0.00430  -0.0492   0.6276   0.0411
  -4.000  -0.1989   0.00000  -0.00430  -0.0491   0.6198   0.0443
  -3.900  -0.1881   0.00000  -0.00430  -0.0491   0.6144   0.0473
  -3.800  -0.1774   0.00000  -0.00429  -0.0491   0.6091   0.0527
  -3.700  -0.1668   0.00000  -0.00430  -0.0491   0.6008   0.0554
  -3.600  -0.1559   0.00000  -0.00431  -0.0491   0.5940   0.0573
  -3.500  -0.1452   0.00000  -0.00429  -0.0491   0.5886   0.0646
  -3.400  -0.1345   0.00000  -0.00430  -0.0491   0.5800   0.0676
