  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8638   0.00989   0.00550  -0.0556   0.9833   0.0219
  -9.900  -0.8523   0.00982   0.00543  -0.0557   0.9820   0.0220
  -9.800  -0.8407   0.00975   0.00537  -0.0558   0.9806   0.0220
  -9.700  -0.8291   0.00968   0.00529  -0.0559   0.9789   0.0220
  -9.600  -0.8180   0.00960   0.00521  -0.0559   0.9769   0.0221
  -9.500  -0.8084   0.00945   0.00503  -0.0556   0.9751   0.0225
  -9.400  -0.7986   0.00932   0.00488  -0.0553   0.9727   0.0230
  -9.300  -0.7885   0.00920   0.00475  -0.0551   0.9700   0.0233
  -9.200  -0.7783   0.00909   0.00463  -0.0549   0.9673   0.0238
  -9.100  -0.7679   0.00900   0.00453  -0.0547   0.9646   0.0241
  -9.000  -0.7575   0.00891   0.00443  -0.0545   0.9618   0.0245
  -8.900  -0.7467   0.00882   0.00434  -0.0544   0.9597   0.0249
  -8.800  -0.7359   0.00874   0.00426  -0.0544   0.9581   0.0252
  -8.700  -0.7251   0.00866   0.00418  -0.0543   0.9561   0.0254
  -8.600  -0.7143   0.00859   0.00410  -0.0542   0.9537   0.0256
  -8.500  -0.7035   0.00851   0.00403  -0.0541   0.9512   0.0259
  -8.400  -0.6928   0.00844   0.00395  -0.0540   0.9484   0.0261
  -8.300  -0.6821   0.00838   0.00387  -0.0539   0.9455   0.0262
  -8.200  -0.6713   0.00832   0.00380  -0.0538   0.9422   0.0264
  -8.100  -0.6603   0.00826   0.00373  -0.0537   0.9399   0.0266
  -8.000  -0.6492   0.00819   0.00367  -0.0537   0.9380   0.0268
  -7.900  -0.6381   0.00813   0.00360  -0.0537   0.9356   0.0270
  -7.800  -0.6271   0.00807   0.00354  -0.0536   0.9327   0.0272
  -7.700  -0.6161   0.00801   0.00346  -0.0536   0.9294   0.0273
  -7.600  -0.6053   0.00796   0.00340  -0.0535   0.9257   0.0274
  -7.500  -0.5944   0.00791   0.00333  -0.0534   0.9216   0.0276
