  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     8.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8843   0.00802   0.00397  -0.0516   0.9395   0.0203
  -9.900  -0.8733   0.00795   0.00390  -0.0516   0.9377   0.0206
  -9.800  -0.8622   0.00788   0.00383  -0.0516   0.9354   0.0209
  -9.700  -0.8512   0.00782   0.00377  -0.0515   0.9324   0.0211
  -9.600  -0.8403   0.00777   0.00371  -0.0515   0.9288   0.0213
  -9.500  -0.8294   0.00773   0.00365  -0.0514   0.9246   0.0214
  -9.400  -0.8184   0.00768   0.00360  -0.0514   0.9198   0.0216
  -9.300  -0.8072   0.00763   0.00354  -0.0514   0.9183   0.0217
  -9.200  -0.7959   0.00758   0.00349  -0.0514   0.9162   0.0217
  -9.100  -0.7847   0.00753   0.00343  -0.0514   0.9132   0.0218
  -9.000  -0.7736   0.00748   0.00338  -0.0513   0.9092   0.0218
  -8.900  -0.7626   0.00745   0.00333  -0.0513   0.9042   0.0219
  -8.800  -0.7516   0.00741   0.00327  -0.0512   0.8986   0.0219
  -8.700  -0.7403   0.00736   0.00322  -0.0513   0.8964   0.0219
  -8.600  -0.7290   0.00731   0.00317  -0.0513   0.8935   0.0220
  -8.500  -0.7178   0.00727   0.00312  -0.0513   0.8895   0.0220
  -8.400  -0.7067   0.00724   0.00307  -0.0512   0.8843   0.0220
  -8.300  -0.6956   0.00721   0.00302  -0.0512   0.8782   0.0220
  -8.200  -0.6843   0.00717   0.00298  -0.0512   0.8752   0.0220
  -8.100  -0.6729   0.00713   0.00294  -0.0512   0.8719   0.0220
  -8.000  -0.6617   0.00710   0.00290  -0.0512   0.8672   0.0221
  -7.900  -0.6505   0.00707   0.00285  -0.0512   0.8617   0.0221
  -7.800  -0.6394   0.00702   0.00278  -0.0512   0.8556   0.0223
  -7.700  -0.6281   0.00696   0.00271  -0.0512   0.8529   0.0224
  -7.600  -0.6169   0.00691   0.00264  -0.0512   0.8487   0.0226
  -7.500  -0.6057   0.00686   0.00258  -0.0512   0.8430   0.0228
  -7.400  -0.5946   0.00682   0.00252  -0.0511   0.8362   0.0231
  -7.300  -0.5833   0.00677   0.00246  -0.0512   0.8326   0.0234
  -7.200  -0.5719   0.00672   0.00240  -0.0512   0.8291   0.0238
  -7.100  -0.5607   0.00668   0.00235  -0.0512   0.8242   0.0240
  -7.000  -0.5495   0.00665   0.00230  -0.0511   0.8178   0.0245
  -6.900  -0.5382   0.00660   0.00224  -0.0511   0.8120   0.0249
  -6.800  -0.5269   0.00655   0.00219  -0.0512   0.8087   0.0254
  -6.700  -0.5156   0.00651   0.00215  -0.0512   0.8038   0.0258
  -6.600  -0.5043   0.00647   0.00210  -0.0512   0.7982   0.0262
  -6.500  -0.4931   0.00644   0.00205  -0.0512   0.7913   0.0266
  -6.400  -0.4816   0.00640   0.00200  -0.0512   0.7886   0.0269
  -6.300  -0.4702   0.00636   0.00196  -0.0512   0.7847   0.0271
  -6.200  -0.4589   0.00633   0.00192  -0.0512   0.7792   0.0274
  -6.100  -0.4476   0.00631   0.00189  -0.0512   0.7720   0.0276
  -6.000  -0.4361   0.00628   0.00185  -0.0513   0.7677   0.0278
  -5.900  -0.4246   0.00626   0.00181  -0.0513   0.7639   0.0279
  -5.800  -0.4132   0.00623   0.00178  -0.0513   0.7591   0.0280
  -5.700  -0.4018   0.00622   0.00175  -0.0514   0.7524   0.0281
  -5.600  -0.3904   0.00620   0.00171  -0.0514   0.7466   0.0281
  -5.500  -0.3789   0.00617   0.00168  -0.0514   0.7436   0.0282
  -5.400  -0.3674   0.00615   0.00165  -0.0515   0.7390   0.0282
  -5.300  -0.3560   0.00613   0.00162  -0.0515   0.7331   0.0282
  -5.200  -0.3446   0.00612   0.00158  -0.0515   0.7257   0.0286
  -5.100  -0.3331   0.00608   0.00154  -0.0515   0.7224   0.0294
  -5.000  -0.3217   0.00605   0.00150  -0.0516   0.7183   0.0303
  -4.900  -0.3103   0.00602   0.00147  -0.0516   0.7121   0.0315
  -4.800  -0.2990   0.00600   0.00144  -0.0516   0.7045   0.0324
  -4.700  -0.2875   0.00596   0.00140  -0.0516   0.7014   0.0334
  -4.600  -0.2760   0.00592   0.00136  -0.0517   0.6973   0.0342
  -4.500  -0.2646   0.00590   0.00133  -0.0517   0.6928   0.0349
  -4.400  -0.2533   0.00589   0.00130  -0.0517   0.6844   0.0356
  -4.200  -0.2304   0.00581   0.00123  -0.0518   0.6757   0.0411
  -4.100  -0.2191   0.00577   0.00120  -0.0518   0.6692   0.0435
  -4.000  -0.2078   0.00576   0.00117  -0.0518   0.6605   0.0458
  -3.900  -0.1964   0.00570   0.00113  -0.0518   0.6569   0.0515
  -3.800  -0.1851   0.00565   0.00109  -0.0518   0.6515   0.0553
  -3.700  -0.1738   0.00565   0.00107  -0.0518   0.6431   0.0576
  -3.600  -0.1624   0.00561   0.00104  -0.0519   0.6371   0.0636
  -3.500  -0.1510   0.00556   0.00101  -0.0519   0.6322   0.0677
  -3.400  -0.1397   0.00556   0.00099  -0.0519   0.6237   0.0692
  -3.300  -0.1282   0.00556   0.00097  -0.0519   0.6156   0.0704
  -3.200  -0.1167   0.00554   0.00095  -0.0520   0.6102   0.0752
  -3.100  -0.1055   0.00552   0.00093  -0.0520   0.6027   0.0796
  -3.000  -0.0941   0.00550   0.00091  -0.0520   0.5941   0.0832
  -2.900  -0.0826   0.00549   0.00089  -0.0521   0.5889   0.0846
  -2.800  -0.0712   0.00550   0.00088  -0.0521   0.5805   0.0854
  -2.700  -0.0597   0.00551   0.00087  -0.0521   0.5724   0.0870
  -2.600  -0.0482   0.00549   0.00085  -0.0522   0.5682   0.0914
  -2.500  -0.0368   0.00548   0.00084  -0.0522   0.5608   0.0954
  -2.400  -0.0255   0.00548   0.00082  -0.0522   0.5514   0.0992
  -2.300  -0.0140   0.00546   0.00081  -0.0522   0.5475   0.1017
  -2.200  -0.0025   0.00546   0.00080  -0.0523   0.5412   0.1030
  -2.100   0.0089   0.00548   0.00079  -0.0523   0.5322   0.1039
  -2.000   0.0205   0.00547   0.00078  -0.0524   0.5280   0.1088
  -1.900   0.0320   0.00545   0.00077  -0.0524   0.5234   0.1135
  -1.800   0.0433   0.00544   0.00076  -0.0524   0.5169   0.1183
  -1.700   0.0547   0.00544   0.00075  -0.0525   0.5088   0.1217
  -1.600   0.0663   0.00543   0.00074  -0.0525   0.5059   0.1268
  -1.500   0.0777   0.00539   0.00073  -0.0526   0.5015   0.1366
  -1.400   0.0890   0.00538   0.00072  -0.0526   0.4951   0.1422
  -1.300   0.1004   0.00539   0.00072  -0.0526   0.4867   0.1493
  -1.200   0.1119   0.00535   0.00070  -0.0527   0.4837   0.1588
  -1.100   0.1233   0.00534   0.00070  -0.0527   0.4780   0.1655
  -1.000   0.1345   0.00531   0.00069  -0.0527   0.4707   0.1796
  -0.900   0.1460   0.00531   0.00068  -0.0527   0.4639   0.1841
  -0.800   0.1574   0.00527   0.00067  -0.0528   0.4615   0.1981
  -0.700   0.1690   0.00525   0.00067  -0.0528   0.4584   0.2039
  -0.600   0.1805   0.00525   0.00067  -0.0529   0.4545   0.2121
  -0.500   0.1918   0.00522   0.00067  -0.0529   0.4498   0.2235
  -0.400   0.2033   0.00523   0.00067  -0.0530   0.4431   0.2289
  -0.300   0.2147   0.00517   0.00066  -0.0530   0.4409   0.2469
  -0.200   0.2262   0.00516   0.00066  -0.0531   0.4374   0.2575
  -0.100   0.2376   0.00515   0.00066  -0.0531   0.4325   0.2652
   0.000   0.2490   0.00517   0.00067  -0.0531   0.4275   0.2691
   0.100   0.2605   0.00518   0.00067  -0.0532   0.4209   0.2737
   0.200   0.2721   0.00516   0.00067  -0.0533   0.4195   0.2821
   0.300   0.2837   0.00515   0.00067  -0.0533   0.4174   0.2883
   0.400   0.2953   0.00515   0.00068  -0.0534   0.4142   0.2915
   0.500   0.3067   0.00518   0.00069  -0.0534   0.4081   0.2970
   0.600   0.3179   0.00518   0.00070  -0.0534   0.3989   0.3064
   0.700   0.3295   0.00518   0.00070  -0.0535   0.3959   0.3124
   0.800   0.3408   0.00519   0.00071  -0.0535   0.3893   0.3237
   0.900   0.3519   0.00521   0.00073  -0.0535   0.3785   0.3330
   1.000   0.3635   0.00521   0.00073  -0.0536   0.3758   0.3404
   1.100   0.3747   0.00522   0.00075  -0.0536   0.3683   0.3514
   1.200   0.3858   0.00526   0.00076  -0.0536   0.3568   0.3578
   1.300   0.3971   0.00528   0.00078  -0.0536   0.3500   0.3678
   1.400   0.4083   0.00530   0.00080  -0.0536   0.3419   0.3779
   1.500   0.4197   0.00532   0.00081  -0.0536   0.3351   0.3864
   1.600   0.4306   0.00536   0.00084  -0.0536   0.3233   0.3988
   1.700   0.4418   0.00537   0.00086  -0.0536   0.3147   0.4120
   1.800   0.4531   0.00535   0.00087  -0.0537   0.3119   0.4298
   1.900   0.4641   0.00537   0.00090  -0.0536   0.3029   0.4484
   2.000   0.4751   0.00537   0.00092  -0.0536   0.2926   0.4713
   2.100   0.4860   0.00537   0.00095  -0.0536   0.2846   0.4960
   2.200   0.4969   0.00540   0.00098  -0.0536   0.2722   0.5135
   2.300   0.5079   0.00540   0.00100  -0.0536   0.2658   0.5356
   2.400   0.5187   0.00542   0.00104  -0.0535   0.2557   0.5570
   2.500   0.5300   0.00543   0.00106  -0.0535   0.2496   0.5699
   2.600   0.5406   0.00552   0.00112  -0.0535   0.2346   0.5822
   2.700   0.5517   0.00554   0.00114  -0.0535   0.2271   0.5963
   2.800   0.5626   0.00561   0.00118  -0.0534   0.2168   0.6037
   2.900   0.5738   0.00563   0.00121  -0.0534   0.2098   0.6171
   3.000   0.5850   0.00565   0.00124  -0.0534   0.2056   0.6261
   3.100   0.5958   0.00571   0.00129  -0.0534   0.1963   0.6399
   3.200   0.6071   0.00574   0.00131  -0.0534   0.1898   0.6485
   3.300   0.6183   0.00575   0.00134  -0.0534   0.1858   0.6608
   3.400   0.6291   0.00582   0.00139  -0.0534   0.1778   0.6692
   3.500   0.6403   0.00586   0.00142  -0.0534   0.1705   0.6785
   3.600   0.6515   0.00588   0.00145  -0.0534   0.1672   0.6895
   3.700   0.6624   0.00593   0.00150  -0.0533   0.1606   0.7004
   3.800   0.6733   0.00598   0.00154  -0.0533   0.1520   0.7132
   3.900   0.6845   0.00598   0.00157  -0.0533   0.1496   0.7293
   4.000   0.6954   0.00602   0.00162  -0.0533   0.1439   0.7421
   4.100   0.7060   0.00609   0.00168  -0.0532   0.1328   0.7583
   4.200   0.7170   0.00611   0.00172  -0.0531   0.1288   0.7732
   4.300   0.7274   0.00621   0.00179  -0.0530   0.1180   0.7872
   4.400   0.7382   0.00624   0.00184  -0.0529   0.1108   0.8047
   4.500   0.7486   0.00633   0.00191  -0.0528   0.1024   0.8184
   4.600   0.7593   0.00636   0.00196  -0.0527   0.0948   0.8365
   4.700   0.7701   0.00640   0.00201  -0.0527   0.0914   0.8503
   4.800   0.7805   0.00645   0.00208  -0.0525   0.0865   0.8663
   4.900   0.7913   0.00650   0.00213  -0.0524   0.0816   0.8779
   5.000   0.8022   0.00652   0.00217  -0.0524   0.0787   0.8888
   5.100   0.8131   0.00655   0.00221  -0.0523   0.0774   0.8975
   5.200   0.8236   0.00659   0.00227  -0.0522   0.0749   0.9095
   5.300   0.8341   0.00666   0.00233  -0.0520   0.0710   0.9186
   5.400   0.8444   0.00671   0.00238  -0.0518   0.0670   0.9292
   5.500   0.8551   0.00675   0.00243  -0.0517   0.0638   0.9371
   5.600   0.8655   0.00678   0.00248  -0.0515   0.0629   0.9465
   5.700   0.8758   0.00683   0.00253  -0.0513   0.0610   0.9546
   5.800   0.8859   0.00691   0.00260  -0.0511   0.0578   0.9614
   5.900   0.8953   0.00698   0.00266  -0.0507   0.0536   0.9715
   6.000   0.9059   0.00703   0.00271  -0.0506   0.0509   0.9782
   6.100   0.9170   0.00708   0.00276  -0.0506   0.0497   0.9858
   6.200   0.9281   0.00717   0.00283  -0.0506   0.0474   0.9907
   6.300   0.9411   0.00727   0.00290  -0.0511   0.0441   0.9934
   6.400   0.9549   0.00735   0.00296  -0.0517   0.0407   0.9959
   6.500   0.9682   0.00742   0.00302  -0.0522   0.0397   0.9979
   6.600   0.9811   0.00750   0.00308  -0.0526   0.0386   0.9992
   6.700   0.9937   0.00759   0.00315  -0.0530   0.0372   1.0000
   6.800   1.0038   0.00767   0.00322  -0.0528   0.0355   1.0000
   6.900   1.0141   0.00775   0.00328  -0.0526   0.0337   1.0000
   7.000   1.0245   0.00781   0.00334  -0.0525   0.0321   1.0000
   7.100   1.0351   0.00787   0.00339  -0.0524   0.0318   1.0000
   7.200   1.0458   0.00793   0.00345  -0.0523   0.0315   1.0000
   7.300   1.0564   0.00799   0.00350  -0.0522   0.0312   1.0000
   7.400   1.0669   0.00806   0.00356  -0.0521   0.0307   1.0000
   7.500   1.0775   0.00813   0.00362  -0.0520   0.0303   1.0000
   7.600   1.0880   0.00820   0.00369  -0.0519   0.0297   1.0000
   7.700   1.0985   0.00828   0.00376  -0.0518   0.0291   1.0000
   7.800   1.1090   0.00836   0.00383  -0.0517   0.0284   1.0000
   7.900   1.1195   0.00844   0.00389  -0.0516   0.0277   1.0000
   8.000   1.1301   0.00852   0.00396  -0.0515   0.0270   1.0000
   8.100   1.1407   0.00859   0.00403  -0.0514   0.0264   1.0000
   8.200   1.1512   0.00866   0.00410  -0.0513   0.0260   1.0000
   8.300   1.1618   0.00874   0.00417  -0.0512   0.0255   1.0000
   8.400   1.1723   0.00881   0.00424  -0.0512   0.0251   1.0000
   8.500   1.1829   0.00888   0.00431  -0.0511   0.0250   1.0000
   8.600   1.1936   0.00894   0.00437  -0.0510   0.0249   1.0000
   8.800   1.2149   0.00907   0.00449  -0.0509   0.0249   1.0000
   8.900   1.2255   0.00914   0.00455  -0.0508   0.0249   1.0000
   9.000   1.2361   0.00920   0.00462  -0.0508   0.0248   1.0000
   9.100   1.2466   0.00927   0.00468  -0.0507   0.0248   1.0000
   9.200   1.2572   0.00933   0.00475  -0.0506   0.0248   1.0000
   9.300   1.2677   0.00940   0.00481  -0.0505   0.0247   1.0000
   9.400   1.2783   0.00947   0.00488  -0.0505   0.0246   1.0000
   9.500   1.2888   0.00954   0.00495  -0.0504   0.0246   1.0000
