  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8306   0.00000  -0.00374  -0.0511   0.8964   0.0196
  -9.900  -0.8205   0.00000  -0.00374  -0.0510   0.8939   0.0199
  -9.800  -0.8104   0.00000  -0.00374  -0.0509   0.8903   0.0203
  -9.700  -0.8003   0.00000  -0.00375  -0.0508   0.8851   0.0206
  -9.600  -0.7902   0.00000  -0.00376  -0.0507   0.8804   0.0210
  -9.500  -0.7799   0.00000  -0.00377  -0.0506   0.8756   0.0212
  -9.400  -0.7695   0.00000  -0.00377  -0.0506   0.8730   0.0214
  -9.300  -0.7592   0.00000  -0.00378  -0.0505   0.8690   0.0215
  -9.200  -0.7489   0.00000  -0.00379  -0.0504   0.8643   0.0216
  -9.100  -0.7387   0.00000  -0.00381  -0.0504   0.8572   0.0216
  -9.000  -0.7282   0.00000  -0.00382  -0.0503   0.8540   0.0218
  -8.900  -0.7178   0.00000  -0.00382  -0.0503   0.8521   0.0218
  -8.800  -0.7074   0.00000  -0.00383  -0.0502   0.8479   0.0218
  -8.700  -0.6970   0.00000  -0.00385  -0.0501   0.8416   0.0219
  -8.600  -0.6867   0.00000  -0.00387  -0.0501   0.8354   0.0219
  -8.500  -0.6762   0.00000  -0.00387  -0.0500   0.8326   0.0219
  -8.400  -0.6656   0.00000  -0.00388  -0.0500   0.8296   0.0219
  -8.300  -0.6551   0.00000  -0.00389  -0.0500   0.8246   0.0220
  -8.200  -0.6447   0.00000  -0.00390  -0.0499   0.8205   0.0220
  -8.100  -0.6343   0.00000  -0.00391  -0.0499   0.8137   0.0220
  -8.000  -0.6237   0.00000  -0.00392  -0.0498   0.8101   0.0220
  -7.900  -0.6132   0.00000  -0.00392  -0.0498   0.8067   0.0220
  -7.800  -0.6026   0.00000  -0.00393  -0.0498   0.8021   0.0221
  -7.700  -0.5922   0.00000  -0.00395  -0.0497   0.7967   0.0221
  -7.600  -0.5816   0.00000  -0.00396  -0.0497   0.7908   0.0221
  -7.500  -0.5711   0.00000  -0.00397  -0.0497   0.7889   0.0222
  -7.400  -0.5607   0.00000  -0.00398  -0.0496   0.7841   0.0224
  -7.300  -0.5502   0.00000  -0.00400  -0.0496   0.7799   0.0228
  -7.200  -0.5399   0.00000  -0.00402  -0.0495   0.7742   0.0229
  -7.100  -0.5292   0.00000  -0.00403  -0.0495   0.7690   0.0232
  -7.000  -0.5188   0.00000  -0.00404  -0.0494   0.7661   0.0236
  -6.900  -0.5084   0.00000  -0.00405  -0.0494   0.7628   0.0238
  -6.800  -0.4981   0.00000  -0.00406  -0.0494   0.7580   0.0244
  -6.700  -0.4877   0.00000  -0.00407  -0.0494   0.7530   0.0249
  -6.600  -0.4773   0.00000  -0.00408  -0.0493   0.7470   0.0253
  -6.500  -0.4670   0.00000  -0.00408  -0.0493   0.7439   0.0263
  -6.400  -0.4564   0.00000  -0.00409  -0.0493   0.7407   0.0264
  -6.300  -0.4459   0.00000  -0.00410  -0.0493   0.7361   0.0267
  -6.200  -0.4354   0.00000  -0.00411  -0.0493   0.7308   0.0271
  -6.100  -0.4247   0.00000  -0.00412  -0.0493   0.7248   0.0273
  -6.000  -0.4140   0.00000  -0.00413  -0.0493   0.7222   0.0275
  -5.900  -0.4033   0.00000  -0.00413  -0.0492   0.7188   0.0277
  -5.800  -0.3926   0.00000  -0.00415  -0.0492   0.7141   0.0279
  -5.700  -0.3819   0.00000  -0.00417  -0.0492   0.7059   0.0280
  -5.600  -0.3712   0.00000  -0.00417  -0.0492   0.7029   0.0281
  -5.500  -0.3603   0.00000  -0.00418  -0.0492   0.6999   0.0281
  -5.400  -0.3495   0.00000  -0.00419  -0.0492   0.6954   0.0282
  -5.300  -0.3388   0.00000  -0.00421  -0.0492   0.6883   0.0282
  -5.200  -0.3280   0.00000  -0.00423  -0.0492   0.6818   0.0282
  -5.100  -0.3172   0.00000  -0.00423  -0.0492   0.6794   0.0284
  -5.000  -0.3063   0.00000  -0.00424  -0.0492   0.6761   0.0290
  -4.900  -0.2956   0.00000  -0.00425  -0.0492   0.6709   0.0300
  -4.800  -0.2849   0.00000  -0.00426  -0.0492   0.6640   0.0309
  -4.700  -0.2742   0.00000  -0.00426  -0.0492   0.6588   0.0323
  -4.600  -0.2634   0.00000  -0.00426  -0.0492   0.6551   0.0331
  -4.500  -0.2526   0.00000  -0.00427  -0.0492   0.6502   0.0340
  -4.400  -0.2420   0.00000  -0.00429  -0.0492   0.6413   0.0347
  -4.300  -0.2311   0.00000  -0.00429  -0.0492   0.6366   0.0356
  -4.200  -0.2202   0.00000  -0.00429  -0.0492   0.6322   0.0379
  -4.100  -0.2095   0.00000  -0.00430  -0.0492   0.6258   0.0408
  -4.000  -0.1990   0.00000  -0.00430  -0.0491   0.6177   0.0441
  -3.900  -0.1881   0.00000  -0.00430  -0.0491   0.6134   0.0466
  -3.800  -0.1774   0.00000  -0.00429  -0.0491   0.6073   0.0522
  -3.700  -0.1669   0.00000  -0.00430  -0.0491   0.5983   0.0552
  -3.600  -0.1559   0.00000  -0.00431  -0.0491   0.5932   0.0568
  -3.500  -0.1452   0.00000  -0.00429  -0.0491   0.5870   0.0640
  -3.400  -0.1346   0.00000  -0.00430  -0.0491   0.5777   0.0673
  -3.300  -0.1237   0.00000  -0.00431  -0.0491   0.5720   0.0694
  -3.200  -0.1127   0.00000  -0.00432  -0.0491   0.5666   0.0700
  -3.100  -0.1018   0.00000  -0.00432  -0.0491   0.5617   0.0735
  -3.000  -0.0911   0.00000  -0.00432  -0.0490   0.5516   0.0793
  -2.900  -0.0802   0.00000  -0.00431  -0.0491   0.5493   0.0827
  -2.800  -0.0692   0.00000  -0.00432  -0.0491   0.5448   0.0845
  -2.700  -0.0583   0.00000  -0.00433  -0.0491   0.5379   0.0853
  -2.600  -0.0474   0.00000  -0.00435  -0.0491   0.5293   0.0866
  -2.500  -0.0363   0.00000  -0.00435  -0.0491   0.5265   0.0904
  -2.400  -0.0255   0.00000  -0.00435  -0.0491   0.5205   0.0950
  -2.300  -0.0146   0.00000  -0.00435  -0.0491   0.5159   0.0985
  -2.200  -0.0037   0.00000  -0.00435  -0.0491   0.5079   0.1016
  -2.100   0.0074   0.00000  -0.00436  -0.0491   0.5053   0.1028
  -2.000   0.0184   0.00000  -0.00436  -0.0491   0.5013   0.1036
  -1.900   0.0293   0.00000  -0.00438  -0.0491   0.4947   0.1074
  -1.800   0.0402   0.00000  -0.00438  -0.0491   0.4877   0.1124
  -1.700   0.0512   0.00000  -0.00437  -0.0491   0.4846   0.1174
  -1.600   0.0622   0.00000  -0.00436  -0.0492   0.4818   0.1217
  -1.500   0.0731   0.00000  -0.00436  -0.0492   0.4760   0.1260
  -1.400   0.0839   0.00000  -0.00436  -0.0491   0.4683   0.1347
  -1.300   0.0948   0.00000  -0.00435  -0.0492   0.4637   0.1414
  -1.200   0.1059   0.00000  -0.00435  -0.0492   0.4605   0.1450
  -1.100   0.1166   0.00000  -0.00433  -0.0492   0.4541   0.1583
  -1.000   0.1274   0.00000  -0.00433  -0.0492   0.4480   0.1668
  -0.900   0.1384   0.00000  -0.00431  -0.0492   0.4431   0.1776
  -0.800   0.1495   0.00000  -0.00429  -0.0492   0.4415   0.1835
  -0.700   0.1605   0.00000  -0.00428  -0.0492   0.4396   0.1919
  -0.600   0.1715   0.00000  -0.00425  -0.0493   0.4367   0.2037
  -0.500   0.1823   0.00000  -0.00425  -0.0493   0.4303   0.2139
  -0.400   0.1932   0.00000  -0.00424  -0.0493   0.4259   0.2210
  -0.300   0.2042   0.00000  -0.00424  -0.0493   0.4200   0.2271
  -0.200   0.2151   0.00000  -0.00419  -0.0493   0.4176   0.2464
  -0.100   0.2262   0.00000  -0.00419  -0.0493   0.4145   0.2492
   0.000   0.2371   0.00000  -0.00419  -0.0493   0.4109   0.2580
   0.100   0.2480   0.00000  -0.00418  -0.0493   0.4063   0.2652
   0.200   0.2590   0.00000  -0.00418  -0.0493   0.4012   0.2688
   0.300   0.2702   0.00000  -0.00418  -0.0494   0.3987   0.2723
   0.400   0.2812   0.00000  -0.00417  -0.0494   0.3953   0.2813
   0.500   0.2920   0.00000  -0.00418  -0.0494   0.3888   0.2873
   0.600   0.3027   0.00000  -0.00419  -0.0493   0.3795   0.2909
   0.700   0.3136   0.00000  -0.00420  -0.0493   0.3740   0.2941
   0.800   0.3244   0.00000  -0.00419  -0.0493   0.3679   0.3069
   0.900   0.3350   0.00000  -0.00421  -0.0493   0.3569   0.3132
   1.000   0.3459   0.00000  -0.00420  -0.0493   0.3540   0.3237
   1.100   0.3565   0.00000  -0.00420  -0.0492   0.3461   0.3313
   1.200   0.3672   0.00000  -0.00422  -0.0492   0.3363   0.3358
   1.300   0.3775   0.00000  -0.00425  -0.0491   0.3237   0.3436
   1.400   0.3882   0.00000  -0.00424  -0.0490   0.3159   0.3527
   1.500   0.3993   0.00000  -0.00423  -0.0491   0.3151   0.3585
   1.600   0.4096   0.00000  -0.00425  -0.0490   0.3041   0.3690
   1.700   0.4202   0.00000  -0.00426  -0.0489   0.2950   0.3776
   1.800   0.4310   0.00000  -0.00424  -0.0489   0.2912   0.3925
   1.900   0.4410   0.00000  -0.00425  -0.0488   0.2759   0.4081
   2.000   0.4517   0.00000  -0.00423  -0.0488   0.2705   0.4250
   2.100   0.4617   0.00000  -0.00422  -0.0487   0.2585   0.4502
   2.200   0.4723   0.00000  -0.00421  -0.0486   0.2517   0.4645
   2.300   0.4830   0.00000  -0.00417  -0.0486   0.2470   0.4879
   2.400   0.4929   0.00000  -0.00416  -0.0485   0.2327   0.5132
   2.500   0.5035   0.00000  -0.00417  -0.0484   0.2272   0.5185
   2.600   0.5132   0.00000  -0.00417  -0.0482   0.2122   0.5428
   2.700   0.5239   0.00000  -0.00416  -0.0482   0.2080   0.5549
   2.800   0.5343   0.00000  -0.00417  -0.0481   0.2023   0.5610
   2.900   0.5446   0.00000  -0.00418  -0.0481   0.1933   0.5712
   3.000   0.5553   0.00000  -0.00417  -0.0480   0.1898   0.5802
   3.100   0.5656   0.00000  -0.00418  -0.0479   0.1832   0.5876
   3.200   0.5757   0.00000  -0.00418  -0.0478   0.1738   0.6022
   3.300   0.5864   0.00000  -0.00418  -0.0478   0.1699   0.6092
   3.400   0.5969   0.00000  -0.00417  -0.0477   0.1661   0.6205
   3.500   0.6071   0.00000  -0.00418  -0.0476   0.1609   0.6257
   3.600   0.6173   0.00000  -0.00419  -0.0475   0.1519   0.6337
   3.700   0.6279   0.00000  -0.00419  -0.0475   0.1490   0.6421
   3.800   0.6382   0.00000  -0.00420  -0.0474   0.1443   0.6482
   3.900   0.6480   0.00000  -0.00421  -0.0472   0.1346   0.6608
   4.000   0.6582   0.00000  -0.00421  -0.0471   0.1290   0.6688
   4.100   0.6676   0.00000  -0.00422  -0.0469   0.1185   0.6823
   4.200   0.6778   0.00000  -0.00423  -0.0468   0.1114   0.6923
   4.300   0.6875   0.00000  -0.00424  -0.0466   0.1050   0.7006
   4.400   0.6971   0.00000  -0.00425  -0.0464   0.0946   0.7125
   4.500   0.7072   0.00000  -0.00424  -0.0463   0.0914   0.7281
   4.600   0.7171   0.00000  -0.00424  -0.0462   0.0872   0.7370
   4.700   0.7270   0.00000  -0.00423  -0.0460   0.0814   0.7515
   4.800   0.7374   0.00000  -0.00421  -0.0459   0.0786   0.7646
   4.900   0.7477   0.00000  -0.00419  -0.0459   0.0779   0.7759
   5.000   0.7578   0.00000  -0.00415  -0.0457   0.0756   0.7984
   5.100   0.7672   0.00000  -0.00416  -0.0455   0.0716   0.8070
   5.200   0.7771   0.00000  -0.00415  -0.0454   0.0678   0.8184
   5.300   0.7871   0.00000  -0.00414  -0.0453   0.0637   0.8304
   5.400   0.7973   0.00000  -0.00411  -0.0451   0.0630   0.8427
   5.500   0.8073   0.00000  -0.00410  -0.0450   0.0617   0.8549
   5.600   0.8163   0.00000  -0.00410  -0.0447   0.0577   0.8660
   5.700   0.8258   0.00000  -0.00411  -0.0445   0.0534   0.8699
   5.800   0.8355   0.00000  -0.00410  -0.0443   0.0508   0.8785
   5.900   0.8452   0.00000  -0.00408  -0.0441   0.0497   0.8868
   6.000   0.8545   0.00000  -0.00408  -0.0439   0.0475   0.8939
   6.100   0.8636   0.00000  -0.00409  -0.0436   0.0448   0.9005
   6.200   0.8727   0.00000  -0.00407  -0.0433   0.0418   0.9126
   6.300   0.8823   0.00000  -0.00407  -0.0432   0.0399   0.9180
   6.400   0.8914   0.00000  -0.00404  -0.0428   0.0391   0.9334
   6.500   0.9000   0.00000  -0.00403  -0.0424   0.0369   0.9446
   6.600   0.9089   0.00000  -0.00402  -0.0421   0.0363   0.9564
   6.700   0.9171   0.00000  -0.00401  -0.0416   0.0343   0.9681
   6.800   0.9261   0.00000  -0.00400  -0.0412   0.0330   0.9782
   6.900   0.9361   0.00000  -0.00400  -0.0411   0.0318   0.9866
   7.000   0.9462   0.00000  -0.00400  -0.0410   0.0316   0.9914
   7.100   0.9591   0.00000  -0.00400  -0.0415   0.0313   0.9941
   7.200   0.9710   0.00000  -0.00401  -0.0418   0.0309   0.9960
   7.300   0.9823   0.00000  -0.00402  -0.0420   0.0302   0.9975
   7.400   0.9936   0.00000  -0.00403  -0.0422   0.0295   0.9991
   7.500   1.0044   0.00000  -0.00405  -0.0423   0.0286   1.0000
   7.600   1.0141   0.00000  -0.00405  -0.0421   0.0286   1.0000
   7.700   1.0235   0.00000  -0.00406  -0.0419   0.0275   1.0000
   7.800   1.0332   0.00000  -0.00406  -0.0417   0.0273   1.0000
   7.900   1.0426   0.00000  -0.00407  -0.0415   0.0261   1.0000
   8.000   1.0522   0.00001  -0.00407  -0.0413   0.0257   1.0000
   8.100   1.0618   0.00001  -0.00408  -0.0411   0.0253   1.0000
   8.200   1.0714   0.00001  -0.00407  -0.0409   0.0250   1.0000
   8.300   1.0811   0.00001  -0.00408  -0.0407   0.0250   1.0000
   8.400   1.0908   0.00001  -0.00408  -0.0406   0.0249   1.0000
   8.500   1.1006   0.00001  -0.00408  -0.0405   0.0249   1.0000
   8.600   1.1103   0.00001  -0.00408  -0.0403   0.0249   1.0000
   8.700   1.1200   0.00001  -0.00408  -0.0401   0.0249   1.0000
   8.800   1.1296   0.00001  -0.00408  -0.0400   0.0248   1.0000
   8.900   1.1393   0.00001  -0.00408  -0.0398   0.0248   1.0000
   9.000   1.1489   0.00001  -0.00408  -0.0397   0.0248   1.0000
   9.100   1.1586   0.00001  -0.00408  -0.0395   0.0247   1.0000
   9.200   1.1682   0.00001  -0.00408  -0.0393   0.0246   1.0000
   9.300   1.1777   0.00001  -0.00408  -0.0392   0.0245   1.0000
   9.400   1.1873   0.00001  -0.00408  -0.0390   0.0243   1.0000
   9.500   1.1967   0.00002  -0.00408  -0.0388   0.0242   1.0000
   9.600   1.2061   0.00002  -0.00408  -0.0386   0.0240   1.0000
   9.700   1.2154   0.00002  -0.00408  -0.0384   0.0237   1.0000
   9.800   1.2246   0.00002  -0.00409  -0.0382   0.0232   1.0000
   9.900   1.2338   0.00002  -0.00409  -0.0379   0.0228   1.0000
  10.000   1.2428   0.00002  -0.00410  -0.0377   0.0222   1.0000
  10.100   1.2517   0.00003  -0.00411  -0.0374   0.0217   1.0000
  10.200   1.2605   0.00003  -0.00411  -0.0371   0.0210   1.0000
  10.300   1.2694   0.00003  -0.00412  -0.0368   0.0202   1.0000
  10.400   1.2784   0.00003  -0.00412  -0.0366   0.0195   1.0000
  10.500   1.2875   0.00004  -0.00411  -0.0363   0.0193   1.0000
  10.600   1.2965   0.00004  -0.00411  -0.0360   0.0192   1.0000
  10.700   1.3055   0.00004  -0.00411  -0.0358   0.0191   1.0000
  10.800   1.3145   0.00004  -0.00410  -0.0356   0.0190   1.0000
  10.900   1.3233   0.00005  -0.00410  -0.0353   0.0188   1.0000
  11.000   1.3319   0.00005  -0.00410  -0.0350   0.0186   1.0000
  11.100   1.3406   0.00006  -0.00410  -0.0347   0.0183   1.0000
  11.200   1.3488   0.00006  -0.00410  -0.0343   0.0176   1.0000
  11.300   1.3566   0.00007  -0.00410  -0.0338   0.0168   1.0000
  11.400   1.3647   0.00008  -0.00410  -0.0334   0.0163   1.0000
  11.500   1.3722   0.00008  -0.00411  -0.0329   0.0147   1.0000
  11.600   1.3804   0.00009  -0.00410  -0.0326   0.0145   1.0000
  11.700   1.3885   0.00010  -0.00409  -0.0322   0.0143   1.0000
  11.800   1.3965   0.00011  -0.00409  -0.0318   0.0141   1.0000
  11.900   1.4040   0.00011  -0.00408  -0.0313   0.0137   1.0000
  12.000   1.4107   0.00013  -0.00407  -0.0307   0.0130   1.0000
  12.100   1.4179   0.00014  -0.00406  -0.0301   0.0128   1.0000
  12.200   1.4245   0.00015  -0.00405  -0.0295   0.0124   1.0000
  12.300   1.4299   0.00016  -0.00404  -0.0286   0.0115   1.0000
  12.400   1.4354   0.00018  -0.00403  -0.0278   0.0110   1.0000
  12.500   1.4410   0.00019  -0.00401  -0.0270   0.0108   1.0000
  12.600   1.4466   0.00020  -0.00399  -0.0262   0.0107   1.0000
  12.700   1.4522   0.00021  -0.00397  -0.0254   0.0106   1.0000
  12.800   1.4579   0.00023  -0.00395  -0.0246   0.0104   1.0000
  12.900   1.4627   0.00025  -0.00393  -0.0237   0.0102   1.0000
  13.000   1.4673   0.00026  -0.00391  -0.0228   0.0100   1.0000
  13.100   1.4721   0.00029  -0.00388  -0.0220   0.0098   1.0000
  13.200   1.4769   0.00031  -0.00385  -0.0211   0.0096   1.0000
  13.300   1.4804   0.00034  -0.00382  -0.0201   0.0093   1.0000
  13.400   1.4845   0.00037  -0.00378  -0.0192   0.0091   1.0000
  13.500   1.4889   0.00040  -0.00375  -0.0184   0.0089   1.0000
  13.600   1.4930   0.00043  -0.00371  -0.0175   0.0086   1.0000
  13.700   1.4968   0.00047  -0.00366  -0.0166   0.0083   1.0000
  13.800   1.5004   0.00051  -0.00361  -0.0157   0.0080   1.0000
  13.900   1.5048   0.00055  -0.00356  -0.0149   0.0078   1.0000
  14.000   1.5089   0.00059  -0.00351  -0.0141   0.0077   1.0000
  14.100   1.5127   0.00064  -0.00345  -0.0133   0.0077   1.0000
  14.200   1.5171   0.00069  -0.00339  -0.0125   0.0077   1.0000
  14.300   1.5214   0.00075  -0.00332  -0.0118   0.0076   1.0000
  14.400   1.5253   0.00080  -0.00325  -0.0110   0.0076   1.0000
  14.500   1.5280   0.00088  -0.00317  -0.0101   0.0075   1.0000
  14.600   1.5317   0.00095  -0.00309  -0.0094   0.0075   1.0000
  14.700   1.5357   0.00103  -0.00300  -0.0087   0.0074   1.0000
  14.800   1.5380   0.00113  -0.00288  -0.0078   0.0073   1.0000
  14.900   1.5415   0.00124  -0.00277  -0.0070   0.0072   1.0000
  15.000   1.5453   0.00134  -0.00265  -0.0064   0.0072   1.0000
  15.100   1.5479   0.00148  -0.00250  -0.0056   0.0071   1.0000
  15.200   1.5491   0.00164  -0.00233  -0.0047   0.0069   1.0000
  15.300   1.5519   0.00179  -0.00217  -0.0039   0.0068   1.0000
  15.400   1.5530   0.00199  -0.00196  -0.0031   0.0067   1.0000
  15.500   1.5549   0.00219  -0.00174  -0.0023   0.0066   1.0000
  15.600   1.5575   0.00241  -0.00152  -0.0016   0.0064   1.0000
  15.700   1.5584   0.00268  -0.00123  -0.0009   0.0062   1.0000
  15.800   1.5605   0.00295  -0.00096  -0.0002   0.0061   1.0000
  15.900   1.5637   0.00319  -0.00070   0.0004   0.0060   1.0000
  16.000   1.5646   0.00350  -0.00038   0.0011   0.0060   1.0000
  16.100   1.5648   0.00387   0.00001   0.0019   0.0057   1.0000
  16.200   1.5665   0.00421   0.00037   0.0025   0.0056   1.0000
  16.300   1.5677   0.00461   0.00079   0.0031   0.0056   1.0000
  16.400   1.5693   0.00502   0.00121   0.0037   0.0054   1.0000
  16.500   1.5705   0.00549   0.00169   0.0043   0.0053   1.0000
  16.600   1.5718   0.00597   0.00219   0.0048   0.0053   1.0000
  16.700   1.5738   0.00644   0.00268   0.0053   0.0053   1.0000
  16.800   1.5753   0.00696   0.00321   0.0057   0.0053   1.0000
  16.900   1.5754   0.00756   0.00383   0.0063   0.0053   1.0000
  17.000   1.5765   0.00811   0.00440   0.0068   0.0053   1.0000
  17.100   1.5757   0.00883   0.00514   0.0073   0.0053   1.0000
  17.200   1.5761   0.00953   0.00585   0.0078   0.0053   1.0000
  17.300   1.5774   0.01018   0.00652   0.0082   0.0052   1.0000
  17.400   1.5763   0.01106   0.00742   0.0086   0.0053   1.0000
  17.500   1.5766   0.01187   0.00825   0.0090   0.0052   1.0000
  17.600   1.5767   0.01273   0.00912   0.0094   0.0052   1.0000
  17.700   1.5748   0.01380   0.01022   0.0098   0.0052   1.0000
  17.800   1.5752   0.01468   0.01112   0.0101   0.0052   1.0000
  17.900   1.5716   0.01589   0.01235   0.0106   0.0052   1.0000
  18.000   1.5694   0.01701   0.01349   0.0110   0.0052   1.0000
  18.100   1.5677   0.01814   0.01465   0.0113   0.0052   1.0000
  18.200   1.5642   0.01953   0.01606   0.0116   0.0051   1.0000
  18.300   1.5621   0.02079   0.01734   0.0119   0.0051   1.0000
  18.400   1.5580   0.02232   0.01890   0.0122   0.0051   1.0000
  18.500   1.5558   0.02365   0.02024   0.0124   0.0051   1.0000
  18.600   1.5520   0.02519   0.02182   0.0126   0.0050   1.0000
  18.700   1.5459   0.02692   0.02356   0.0129   0.0050   1.0000
  18.800   1.5407   0.02855   0.02523   0.0132   0.0050   1.0000
  18.900   1.5330   0.03057   0.02728   0.0134   0.0049   1.0000
  19.000   1.5289   0.03215   0.02888   0.0136   0.0049   1.0000
  19.100   1.5219   0.03416   0.03093   0.0137   0.0049   1.0000
  19.200   1.5180   0.03574   0.03253   0.0138   0.0049   1.0000
  19.300   1.5083   0.03803   0.03486   0.0138   0.0049   1.0000
  19.400   1.5014   0.03983   0.03669   0.0140   0.0049   1.0000
  19.500   1.4898   0.04228   0.03917   0.0141   0.0048   1.0000
  19.600   1.4827   0.04417   0.04110   0.0141   0.0048   1.0000
  19.700   1.4734   0.04635   0.04331   0.0140   0.0048   1.0000
  19.800   1.4618   0.04865   0.04565   0.0141   0.0047   1.0000
  19.900   1.4492   0.05092   0.04796   0.0142   0.0048   1.0000
  20.000   1.4366   0.05325   0.05033   0.0141   0.0047   1.0000
