  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     2.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8667   0.01107   0.00641  -0.0546   0.9911   0.0238
  -9.900  -0.8556   0.01094   0.00627  -0.0547   0.9902   0.0242
  -9.800  -0.8440   0.01081   0.00614  -0.0548   0.9894   0.0245
  -9.700  -0.8323   0.01070   0.00603  -0.0550   0.9885   0.0248
  -9.600  -0.8204   0.01059   0.00592  -0.0552   0.9877   0.0251
  -9.500  -0.8084   0.01049   0.00583  -0.0554   0.9868   0.0254
  -9.400  -0.7963   0.01041   0.00574  -0.0556   0.9859   0.0257
  -9.300  -0.7843   0.01031   0.00565  -0.0559   0.9849   0.0259
  -9.200  -0.7722   0.01023   0.00556  -0.0561   0.9837   0.0262
  -9.100  -0.7603   0.01014   0.00547  -0.0563   0.9824   0.0265
  -9.000  -0.7481   0.01004   0.00537  -0.0565   0.9811   0.0267
  -8.900  -0.7358   0.00995   0.00527  -0.0568   0.9797   0.0269
  -8.800  -0.7236   0.00986   0.00517  -0.0570   0.9782   0.0271
  -8.700  -0.7127   0.00978   0.00508  -0.0569   0.9762   0.0273
  -8.600  -0.7027   0.00970   0.00500  -0.0567   0.9739   0.0274
  -8.500  -0.6925   0.00963   0.00492  -0.0565   0.9715   0.0276
  -8.400  -0.6819   0.00955   0.00484  -0.0563   0.9692   0.0277
  -8.300  -0.6710   0.00949   0.00478  -0.0562   0.9671   0.0278
  -8.200  -0.6601   0.00943   0.00471  -0.0562   0.9650   0.0279
  -8.100  -0.6492   0.00936   0.00463  -0.0561   0.9628   0.0280
  -8.000  -0.6382   0.00929   0.00456  -0.0560   0.9605   0.0281
  -7.900  -0.6275   0.00922   0.00448  -0.0559   0.9587   0.0281
  -7.800  -0.6167   0.00916   0.00442  -0.0558   0.9566   0.0282
  -7.700  -0.6060   0.00909   0.00435  -0.0557   0.9542   0.0282
  -7.600  -0.5956   0.00895   0.00418  -0.0556   0.9514   0.0286
  -7.500  -0.5852   0.00882   0.00402  -0.0554   0.9486   0.0290
  -7.400  -0.5748   0.00870   0.00388  -0.0552   0.9458   0.0294
  -7.300  -0.5642   0.00860   0.00376  -0.0551   0.9428   0.0298
  -7.200  -0.5535   0.00851   0.00364  -0.0550   0.9402   0.0302
  -7.100  -0.5426   0.00841   0.00354  -0.0549   0.9379   0.0306
  -7.000  -0.5317   0.00832   0.00344  -0.0548   0.9352   0.0311
  -6.900  -0.5209   0.00823   0.00335  -0.0547   0.9320   0.0317
  -6.800  -0.5100   0.00816   0.00327  -0.0546   0.9287   0.0321
  -6.700  -0.4993   0.00809   0.00319  -0.0545   0.9253   0.0325
  -6.600  -0.4885   0.00802   0.00310  -0.0544   0.9215   0.0330
  -6.500  -0.4775   0.00795   0.00303  -0.0543   0.9185   0.0334
  -6.400  -0.4664   0.00788   0.00296  -0.0543   0.9157   0.0337
