  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     6.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8786   0.00846   0.00432  -0.0527   0.9571   0.0211
  -9.900  -0.8677   0.00840   0.00425  -0.0526   0.9547   0.0213
  -9.800  -0.8569   0.00834   0.00419  -0.0526   0.9518   0.0215
  -9.700  -0.8461   0.00828   0.00413  -0.0525   0.9487   0.0216
  -9.600  -0.8354   0.00824   0.00407  -0.0524   0.9455   0.0217
  -9.500  -0.8245   0.00819   0.00401  -0.0523   0.9417   0.0218
  -9.400  -0.8134   0.00813   0.00396  -0.0523   0.9400   0.0218
  -9.300  -0.8022   0.00807   0.00390  -0.0523   0.9383   0.0219
  -9.200  -0.7911   0.00802   0.00384  -0.0523   0.9363   0.0219
  -9.100  -0.7800   0.00797   0.00379  -0.0523   0.9335   0.0219
  -9.000  -0.7690   0.00792   0.00373  -0.0522   0.9302   0.0220
  -8.900  -0.7580   0.00788   0.00367  -0.0521   0.9264   0.0220
  -8.800  -0.7471   0.00783   0.00362  -0.0521   0.9221   0.0220
  -8.700  -0.7359   0.00779   0.00356  -0.0521   0.9191   0.0220
  -8.600  -0.7247   0.00773   0.00351  -0.0521   0.9171   0.0220
  -8.500  -0.7135   0.00769   0.00346  -0.0521   0.9144   0.0221
  -8.400  -0.7024   0.00762   0.00338  -0.0520   0.9106   0.0222
  -8.300  -0.6916   0.00755   0.00329  -0.0520   0.9062   0.0226
  -8.200  -0.6807   0.00749   0.00321  -0.0519   0.9010   0.0229
  -8.100  -0.6696   0.00743   0.00313  -0.0518   0.8975   0.0231
  -8.000  -0.6584   0.00736   0.00306  -0.0518   0.8948   0.0233
  -7.900  -0.6472   0.00730   0.00299  -0.0518   0.8912   0.0236
  -7.800  -0.6361   0.00725   0.00292  -0.0518   0.8865   0.0238
  -7.700  -0.6252   0.00720   0.00285  -0.0517   0.8810   0.0242
  -7.600  -0.6140   0.00715   0.00279  -0.0517   0.8764   0.0245
  -7.500  -0.6028   0.00709   0.00273  -0.0517   0.8735   0.0249
  -7.400  -0.5916   0.00703   0.00267  -0.0517   0.8694   0.0253
  -7.300  -0.5804   0.00699   0.00261  -0.0517   0.8643   0.0255
  -7.200  -0.5694   0.00695   0.00255  -0.0516   0.8580   0.0258
  -7.100  -0.5581   0.00690   0.00250  -0.0516   0.8541   0.0261
  -7.000  -0.5468   0.00685   0.00245  -0.0516   0.8505   0.0264
  -6.900  -0.5355   0.00681   0.00240  -0.0516   0.8457   0.0266
  -6.800  -0.5244   0.00678   0.00235  -0.0516   0.8400   0.0269
  -6.700  -0.5131   0.00675   0.00230  -0.0516   0.8339   0.0271
  -6.600  -0.5017   0.00670   0.00225  -0.0516   0.8309   0.0273
  -6.500  -0.4904   0.00667   0.00220  -0.0516   0.8263   0.0275
  -6.400  -0.4791   0.00664   0.00216  -0.0516   0.8204   0.0277
  -6.300  -0.4679   0.00662   0.00212  -0.0516   0.8139   0.0278
  -6.200  -0.4564   0.00659   0.00208  -0.0516   0.8103   0.0279
  -6.100  -0.4450   0.00655   0.00204  -0.0517   0.8063   0.0280
  -6.000  -0.4337   0.00653   0.00200  -0.0517   0.8013   0.0281
  -5.900  -0.4224   0.00651   0.00196  -0.0517   0.7950   0.0281
  -5.800  -0.4110   0.00648   0.00192  -0.0517   0.7901   0.0282
  -5.700  -0.3995   0.00645   0.00189  -0.0517   0.7865   0.0282
  -5.600  -0.3881   0.00643   0.00185  -0.0518   0.7812   0.0282
  -5.500  -0.3769   0.00640   0.00180  -0.0517   0.7749   0.0290
  -5.400  -0.3655   0.00637   0.00175  -0.0518   0.7687   0.0297
  -5.300  -0.3541   0.00632   0.00170  -0.0518   0.7653   0.0307
  -5.200  -0.3427   0.00629   0.00166  -0.0518   0.7608   0.0316
  -5.100  -0.3314   0.00625   0.00162  -0.0518   0.7550   0.0326
  -5.000  -0.3202   0.00622   0.00158  -0.0518   0.7484   0.0333
  -4.900  -0.3087   0.00618   0.00154  -0.0518   0.7447   0.0341
  -4.800  -0.2973   0.00615   0.00151  -0.0519   0.7400   0.0347
  -4.700  -0.2859   0.00613   0.00147  -0.0519   0.7343   0.0354
  -4.400  -0.2518   0.00601   0.00136  -0.0519   0.7190   0.0418
  -4.300  -0.2405   0.00598   0.00132  -0.0519   0.7136   0.0440
  -4.200  -0.2292   0.00595   0.00129  -0.0519   0.7069   0.0474
  -4.100  -0.2180   0.00588   0.00124  -0.0520   0.7022   0.0527
  -4.000  -0.2066   0.00584   0.00120  -0.0520   0.6981   0.0559
  -3.900  -0.1952   0.00581   0.00117  -0.0520   0.6923   0.0603
  -3.800  -0.1840   0.00577   0.00114  -0.0520   0.6849   0.0652
  -3.700  -0.1726   0.00573   0.00111  -0.0520   0.6798   0.0684
  -3.600  -0.1611   0.00571   0.00108  -0.0521   0.6746   0.0697
  -3.500  -0.1498   0.00570   0.00106  -0.0521   0.6682   0.0734
  -3.400  -0.1385   0.00568   0.00103  -0.0521   0.6600   0.0781
  -3.300  -0.1270   0.00564   0.00101  -0.0521   0.6561   0.0819
  -3.200  -0.1156   0.00562   0.00099  -0.0521   0.6501   0.0841
  -3.100  -0.1043   0.00563   0.00097  -0.0522   0.6418   0.0852
  -3.000  -0.0927   0.00562   0.00095  -0.0522   0.6358   0.0864
  -2.900  -0.0813   0.00561   0.00093  -0.0522   0.6292   0.0907
  -2.800  -0.0701   0.00561   0.00092  -0.0522   0.6197   0.0949
  -2.700  -0.0586   0.00558   0.00090  -0.0523   0.6140   0.0985
  -2.600  -0.0472   0.00557   0.00088  -0.0523   0.6076   0.1013
  -2.500  -0.0359   0.00558   0.00087  -0.0523   0.5984   0.1028
  -2.400  -0.0244   0.00558   0.00085  -0.0523   0.5922   0.1039
  -2.300  -0.0129   0.00557   0.00084  -0.0524   0.5856   0.1087
